Form	Year	Register	Source	Text	Label	Score
woman	1987	FIC	Mov:OutrageousFortune	  off the corridor) She can't miss this plane! She's a sick woman... there's a kidney in kansas City that's not getting any	LABEL_0	0.995260656
woman	1980	FIC	Covenant	  to meet my wife,' an. from the rude hut came a handsome woman in her sixties, erect, whithaired, blue-eyed. As a girl she must	LABEL_0	0.986251771
woman	1987	FIC	FinalPlanet	  I did not fear him. " " I may not deserve that praise, woman. " He sighed loudly. " But from yourself,' t is good	LABEL_0	0.983798981
woman	1980	FIC	RiddleyWalker	  Jean-Pierre Bellefleur's belligerence and general rowdiness. He was like a child, the woman said, wiping at her eyes. A child pretending to be an adult man	LABEL_0	0.993629038
woman	1985	FIC	MammothHunters	  could she be going with another man when he was waiting for her? No woman had ever chosen someone else when he wanted her, and this was the woman	LABEL_0	0.922573328
woman	1986	FIC	DessaRose	  skin so bad. She almost suffocated in her terror for she knew the white woman held her and they were together in the big feather bed. And, really	LABEL_0	0.99145788
woman	1984	FIC	AquitainePogression	  one writhed, the tighter the knots would become. He ordered the panicked Fishbein woman into a third chair; he lashed her hands to the arms and her feet	LABEL_0	0.994926333
woman	1989	FIC	SaracenTheHoly	  quickly, but now it was overwhelmed by his body's yearning to have this woman. He felt the swelling and pressure of arousal in his loins. He opened	LABEL_0	0.931862533
woman	1987	FIC	Mov:Overboard	  revenge! DEAN PROFITTYeah... BILLYSo when are you gon na tell that woman the truth?! DEAN PROFITT (evasive)... I du n	LABEL_0	0.995174229
woman	1981	FIC	FollowRiver	  , Mary had suspected was unstable and at times on the very brink. A woman in her state c'd easy go stark mad this night, Mary thought.	LABEL_0	0.995390654
woman	1987	FIC	BonfireVanities	  over on the left... something caught in it... A woman's head!... No, it was a chair with three legs	LABEL_0	0.922278702
woman	1986	FIC	Play:CanCan	  's sake! Room with blood-red wallpaper paintings of roses big as cabbages! FRENCH WOMAN He tore roses off the floats and brought them to me piled high in his	LABEL_0	0.977793515
woman	1987	FIC	FinalPlanet	  It went on -- interminably, he himself was willing to admit -- about a woman mourning for her sweet lover who had gone off to a strange world to spy	LABEL_0	0.977927029
woman	1982	FIC	DeansDecember	  Ugly. Very hard for the young woman to take. " " What young woman is that? Oh, the girl, the young widow, you mean.	LABEL_0	0.995381474
woman	1988	FIC	Harpers	  head back and blotting his nose with a filthy and bloody rag, and a woman, the children's mother, in a state as wretched as womanhood can inhabit	LABEL_0	0.995532751
woman	1993	FIC	Ploughshares	  that she'd done it to become what she was at that moment -- a woman in black about to pass on cruel facts to a stupid, winsome girl.	LABEL_0	0.995604396
woman	1996	FIC	Ploughshares	  nurse's cap worn by a woman he'd loved during the war; the woman's name had vanished, as had the pain, and his entire body felt	LABEL_0	0.990362465
woman	1991	FIC	SouthernRev	  , she must have known the reason. Can despair kill someone? An old woman locked in a room, an old woman whose only solace is a husband's	LABEL_0	0.994208574
woman	1993	FIC	SlowWaltzInCedar	  Ireland. The other was a yellowed, curling, black-and-white shot of a young woman in a long dress and a bearded man in a dark turtleneck sweater, jeans	LABEL_0	0.989649534
woman	1999	FIC	SouthernRev	  that Rose would, in her latest years, choose to forget because an old woman alone in the world should be allowed to spare herself a certain amount of pain	LABEL_0	0.993421257
woman	1993	FIC	StainlessSteel	  more sabotage in the bottle room. I had alarms rigged. I found this woman there with a hammer. " " Catherine! Why would you do a foolish	LABEL_0	0.986207366
woman	1993	FIC	ThoseWhoHuntWounded	  at Vincent, then at the boy, and then at the woman. The woman took a drink. Jerry smiled. Vincent yawned. There is no moralizing like	LABEL_0	0.989881098
woman	1998	FIC	LitCavalcade	  into him in an instant-Miss Willerton could stand it no longer. She struck the woman a terrific blow on the head from behind. The knife dropped out of her	LABEL_0	0.96851784
woman	1992	FIC	Iris	  the kitchen counter, and about warming her bedtime milk. Each week, the woman reminds Mei about the list of emergency phone numbers on the refrigerator, about not	LABEL_0	0.993445277
woman	1996	FIC	SouthernRev	  little pustules from my ankles to my ear, on my nails. # This woman I was learning to call Mother stared at me sometimes appalled, disgusted, or	LABEL_0	0.99274081
woman	1993	FIC	UglyWays	  it! Anne must have planned it, waiting here for him. What a woman she was! Hugh went to dress, then walked on downstream. He wanted	LABEL_0	0.638874233
woman	1996	FIC	FantasySciFi	  , and clenched her eyes shut. When she opened them again, the old woman was just approaching the entrance to the bath caves, below the stage. Maria	LABEL_0	0.992644131
woman	1994	FIC	Ploughshares	  lips with both hands, and his wrists were corrugated with blue veins. The woman's stare was impatient. # Finally I said, " Ten years old.	LABEL_0	0.990650654
woman	1995	FIC	HarpersMag	  , weeping again. And of course I knew it had happened, the old woman was dead, and that it would change everything, had changed things already.	LABEL_0	0.991959393
woman	1993	FIC	PlanetAdventure	  . " You want to repeat yourself? " " You heard me. Every woman that says, I'm pregnant, you the father,' be getting away	LABEL_0	0.506653726
woman	1998	FIC	NewStoryO	  And I'm afraid that's not enough.' Then, as the young woman still said nothing, still looked away, he added:' That's not	LABEL_0	0.991791964
woman	1999	FIC	SomeoneWatchOver	  ? " Grant's muscles were beginning to tire from the strain of carrying the woman's limp weight so far. " A near drowning, " he said curtly	LABEL_0	0.987280071
woman	1994	FIC	FantasySciFi	  some class. " # He weighs his impression of the tough, vaguely cynical woman he has spoken with that morning against what now looks like a love-struck schoolgirl sitting	LABEL_0	0.545723021
woman	1999	FIC	WalkInPark	  The man had backed off to the curb-he'd had to-and stood watching the old woman whip herself into her fury. Alone in the deserted joggers' lane, she	LABEL_0	0.993529022
woman	1992	FIC	Ploughshares	  feel anything. He felt nothing. # He told me afterwards there was this woman sitting on the steps of the Lincoln Memorial. He could see up her dress	LABEL_0	0.982923329
woman	1995	FIC	Ploughshares	  fill a space. # When Glenn Thrip could see the track again, the woman and the boy with the tank truck were spraying it down for the next heat	LABEL_0	0.657737553
woman	1998	FIC	Ploughshares	  . " The only person who hadn't revealed the amount she paid was Proust Woman. She looked very nervous now, as though hoping that everyone would forget about	LABEL_0	0.990018845
woman	1990	FIC	SouthernRev	  you are. Your mother's hair. Her beautiful eyes. " # The woman she saw was beautiful. Utterly strange and beautiful. Indeed the coloring was her	LABEL_0	0.551625311
woman	1995	FIC	FantasySciFi	  Teddy's bitterness, as I recall, centered on his acknowledged dependence on a woman he thought he should be " man enough " to leave. Marissa, by	LABEL_0	0.98675561
woman	1993	FIC	Ploughshares	  affected. He stood up abruptly and stumbled forward on his unshod foot. The woman hooked her hands into the waistband of his breeches and sat down backward on the	LABEL_0	0.992064059
woman	1996	FIC	SouthernRev	  . It was humiliating to think he had so recently made love with an unfaithful woman. It made him an accomplice of sorts to the infidelity without strengthening the force	LABEL_0	0.99566865
woman	1995	FIC	Mov:MurderInFirst	  God what happened to you? She is truly distraught, as distraught as any woman who has been almost like a mother to someone since they were born only to	LABEL_0	0.995080709
woman	1998	FIC	CoastGoodIntentions	  I looked through the window in a classroom door and saw a teacher, a woman, very young, sitting on the carpeted floor, saying the days of the	LABEL_0	0.963419378
woman	1999	FIC	Play:ArchaeologyDreams	  in a spot singing " Crazy. " This is sung live. Turn that woman off. LOUELLA But, Mom, you just told me to- MOTHER I do	LABEL_0	0.771550417
woman	1998	FIC	SouthwestRev	  poses and props like in dirty magazines, just this strange voluntary gesture of a woman exposing herself to a man with a camera, usually after considerable coaxing. Alex	LABEL_0	0.970113218
woman	1994	FIC	Mov:OnlyYou	  aunts. ON THE COVERED TERRACE The rain SPLATTERS. Kate and Larry and another woman talk: KATENot only is it tacky, it's exploitation. LARRYIt's not	LABEL_0	0.988933444
woman	1996	FIC	FantasySciFi	  was not even allowed to practice, because Marja claimed the harp and the old woman's attentions and spent most of her time -- that not spent lying in a	LABEL_0	0.989977121
woman	1993	FIC	UglyWays	  their return! " " Annai was schooling the children in protocol, " the woman said. " They were not going anywhere. " " But? " Suddenly	LABEL_0	0.983530939
woman	1997	FIC	Intruder	  the whole train shudders. John G. looks up and sees a shrunken old Asian woman staring at him from the back window of the 3 train. She looks less	LABEL_0	0.993960857
woman	1996	FIC	FantasySciFi	  in every way that mattered. # Such as curiosity. # When the old woman across the street came out feet first -- slowly, no hurry -- on a	LABEL_0	0.565228224
woman	1998	FIC	SouthernRev	  clamorous boy named Josh, curly-haired, bowlegged, malnourished, the child of a woman who drank. Nick's birthday was coming up, so Suskind took the boys	LABEL_0	0.994455755
woman	1993	FIC	SplitHeirs	  milk Opal in the morning. " Widowhood is not a good state for a woman, " she said. " We need the protection of a man. Besides	LABEL_0	0.975991368
woman	1997	FIC	Ploughshares	  No, you're wrong, she knows exactly what she's saying. The woman was reading a newsprint magazine, the headlines read, " Royal Monster, Close	LABEL_0	0.985326052
woman	1997	FIC	Remembrance	  self-control and become something horrible -- in my mother's case that would be a woman with a dirty bathroom floor. Whatever was behind it all, again the result	LABEL_0	0.989898264
woman	1997	FIC	AbsolutelyPositively	  demands of his personal life. Most of all he wanted an affair with a woman who would not question his moods or suggest that he get therapy for them.	LABEL_0	0.988334775
woman	1995	FIC	StellaGotGrooveBack	  had been young he could never have believed a man would want to touch a woman like that, would never have thought there were breasts you could fondle in the	LABEL_0	0.940303564
woman	1990	FIC	SouthernRev	  some sassy remarks to a white woman, he whistled at her, and the woman's family tortured and killed him. In my mind all of it is connected	LABEL_0	0.989864528
woman	1995	FIC	Mov:Species	  car window that FLICKERS with shifting light of TV. Disembodied voice of TV: WOMAN'S VOICE (V. O) You came all the way up here to get	LABEL_0	0.932888091
woman	1999	FIC	FantasySciFi	  come for you. You swore amiss those years ago when you protected the Stewart woman. She was a liar, a witch, and a murderess, but she	LABEL_0	0.992671847
woman	1997	FIC	ColdMountain	  A light shone out from an open door at its gable end. An old woman sat inside, her hair in a wild tangle, face stricken. A lit	LABEL_0	0.972517014
woman	1993	FIC	Ploughshares	  long, and I'd be gone. # Last time they found a white woman dead on this hill police turned into a lynch mob, got the whole city	LABEL_0	0.98890698
woman	1994	FIC	Ploughshares	  n't opening it as I ask for more details, as I pry into another woman's life. Sometimes I can keep them on the phone for half an hour	LABEL_0	0.672361732
woman	1993	FIC	Play:HeadlessTurtleneck	  don't be like my relativesI won't be shy like my relativesbecauseI'm Wonder Woman NoI'm Oh Mighty Isis, Isis, Isis - just a minute I'm	LABEL_0	0.879954338
woman	1993	FIC	StrangerHere	  Naomi so overwrought, so brimful | of emotion. Finally, here was the woman who had laughed for her wedding photo, who had flirted recklessly with men.	LABEL_0	0.926142633
woman	1993	FIC	DirtyWork	  the opening in the roof of her adobe house. For a moment the old woman stood on the roof shouting, " Grandchildren! Where are you! " A	LABEL_0	0.741267443
woman	1994	FIC	FantasySciFi	  forever to reach the house, but they finally made it. Ellen put the woman into Rebecca's empty (forever, Oh God) bed. The rasp of	LABEL_0	0.985085726
woman	1992	FIC	Ploughshares	  her mother? Woman about thirty, kind of crazy. " # " No woman. There's a truck at your place, but no mother. " #	LABEL_0	0.988384485
woman	1996	FIC	FantasySciFi	  . The young soldier on the platform brings his rifle to eye-level. Again the woman fires. Once, twice. Chunks of the boy's neck rip away.	LABEL_0	0.98513931
woman	1994	FIC	Atlantic	  moment of truth. This is the point where in St. Louis a big black woman shouted, " You mean you are asking us to pay you eight hundred dollars	LABEL_0	0.989260077
woman	1995	FIC	Ploughshares	  Then again, no: when I want a woman, I want that one woman and not any woman, not Woman. # And Mayela is still dancing,	LABEL_0	0.951839507
woman	1998	FIC	Ploughshares	  entire arms. If Esther's mother hadn't joined the Party as a young woman (and who else but the Reds were trying to desegregate the public beaches in	LABEL_0	0.993588686
woman	1999	FIC	Ploughshares	  then screams erupted. Mike Streeter stood wielding a knife. He had stabbed a woman seated near him, and was lurching forward, stabbing fleeing patrons as he moved	LABEL_0	0.994214118
woman	1998	FIC	AnEchoInDarkness	  Arria is crass and best forgotten. " " A rather cruel assessment of a woman you once loved, isnt it? " Antigonus said, measuring him. "	LABEL_0	0.993249297
woman	1999	FIC	Frontiers	  presentable must seem. # Never mind that George's obsession with a thirty-year-old married woman got out of hand, indiscreet, forced him to leave Tennessee, that he	LABEL_0	0.993381739
woman	1999	FIC	Ploughshares	  kind of sandwich he was making. Peanut butter and banana would strike a French woman as being pretty weird. Add to it, le pere's ragged clothes and	LABEL_0	0.993576467
woman	1998	FIC	Atlantic	  cunningly unphonetic; they got shipwrecked in her windpipe. They were, as a woman from Donegal had once said of her countrymen, a clannish lot. After six	LABEL_0	0.992466271
woman	1995	FIC	FantasySciFi	  the phone, maybe even saying something like, " Checking up on the little woman, eh? " but he knows that will never happen. Such a statement	LABEL_0	0.507907391
woman	1998	FIC	SouthernRev	  Dub shook his head as if he felt sorry for the flies. " A woman called him bald, and he caused all her hair to fall out. A	LABEL_0	0.991894066
woman	1991	FIC	SouthernRev	  it was cheap and real dingy. Paul Tremblay once told me, " A woman who issues a man his walking papers don't just go to the Cottage.	LABEL_0	0.98564595
woman	1993	FIC	ComingUpDownHome	  I can ask her? " " Yeah, and don't be pestering that woman about no parrot! " " Well, when can I see him? "	LABEL_0	0.989877284
woman	1993	FIC	BooksKeepers	  been treading ham rind and beer into it all afternoon. " " Hush, woman. " " But I'm out of breath. " He laughed. "	LABEL_0	0.690135777
woman	1999	FIC	Ransom	  . " Ramsey was astonished by her burst of anger. She was the first woman ever to speak to him in such a tone. Her behavior bordered on insolence	LABEL_0	0.994168401
woman	1994	FIC	CriticalMatrix	  you know nothing more powerful than money?... Do you know nothing of a woman's anger? " She looks him in the eye and says, " A	LABEL_0	0.987499774
woman	1998	FIC	SouthernRev	  with the cuffs? A door opened, and pallbearers carried a small, slender woman into the room and tossed her onto the four-poster bed. The springs groaned as	LABEL_0	0.808623374
woman	1995	FIC	Play:HungryWoman	  blood under the fingernails. Today using modern methods, I am landless. A woman without a country. I am she whom you already know to hate. I	LABEL_0	0.995120823
woman	1991	FIC	SouthernRev	  . Leaning on each other they almost step on my outstretched legs. The shriveled woman has a handkerchief pressed to her nose, and her cheeks are streaked with tears	LABEL_0	0.990616143
woman	1993	FIC	SlowWaltzInCedar	  and knapsack out of Iowa and into the belly of India in search of a woman. Jellie Braden... Jellie... belonging to another. But Michael	LABEL_0	0.917497218
woman	1993	FIC	Play:NjingaQueenKing	  now. Njinga Kilunda: Stands directly behind Old Woman SOUND 55 CUE: Old Woman " Hold your attention. Don't stop now " (A8 Njinga Kilunda Voice	LABEL_0	0.748440742
woman	1993	FIC	NoReckingMade	  little halfhearted mining on Little Annie Creek. Mrs. Boda was a dried-up, skittery woman whose English was so thick that even Clara, experienced in understanding heavily accented English	LABEL_0	0.607726395
woman	1993	FIC	LightOnHogback	  saw Steve and Summer staring at her with Charlie sprawled at their feet. The woman saw them at the same time and clutched the girl's arm, stopping her	LABEL_0	0.971351802
woman	1999	FIC	SouthernRev	  . She startles, and I pull back. My fingers haven't felt a woman's skin since stroking Jean's hips in the dark. " I'm sorry	LABEL_0	0.995150924
woman	1998	FIC	AntiochRev	  to you? " # You tell me, what do you do about a woman like that? Sure, there're flakes all over who believe the craziest things	LABEL_0	0.691086292
woman	1998	FIC	FantasySciFi	  streets of a gray city. As he closed on his prey, a gorgeous woman slammed a white Corvette around a comer. The car flattened the doomed hood,	LABEL_0	0.962898135
woman	1995	FIC	Play:HungryWoman	  the disguises she wore. She isthe flood of fever that fills my veinswith a woman's passing perfume. She isla msica flamenca, the gypsy allure, the lie	LABEL_0	0.989912987
woman	1994	FIC	Play:HeartAmerica	  " They'll kill him. The Yankees will kill him. " Silly old woman. She's all mixed up. p. 39 Act 1, Scene 9 SCENE	LABEL_0	0.995675027
woman	1994	FIC	NewMoon	  was younger age in the 1940s. At the time was legal to deny a woman a job simply because she was married. I don't know how many talented	LABEL_0	0.988206804
woman	1998	FIC	Play:Meshugah	  with Stalin but seeks a new interpretation of Marxism; (Another letter.) the woman who has tried three times, since she survived the concentration camps, has tried	LABEL_0	0.963945687
woman	1995	FIC	Triquarterly	  machine, preparing for their day just as seriously as the adults. When the woman nudged him the man stubbed the end of his cigarette into the concrete and crossed	LABEL_0	0.98476088
woman	1995	FIC	FantasySciFi	  want to. I'd cry if I thought it would work, but the woman is already banging on down the street like I might run up and catch her	LABEL_0	0.958483458
woman	1991	FIC	Ploughshares	  . When they finally managed to pull alongside the dock, Karen saw that the woman's face was a mask swollen from sobbing, and the regal visage of the	LABEL_0	0.988787949
woman	1995	FIC	Mov:MurderInFirst	  comes into view and knocks. The door opens and standing there is a young woman of indeterminate age and the look of poverty that lets you believe she is eighteen	LABEL_0	0.987563491
woman	1998	FIC	Ploughshares	  so like birds themselves. And with her knitting halted in her lap, the woman would watch Romeo on her husband's knee, the bird's knuckle-skinned feet grabbing	LABEL_0	0.892938316
woman	1993	FIC	Play:NjingaQueenKing	  Light fades on Jinny still dancing (E20 sorrowful sound) " p. 41 OLD WOMAN KILUNDA Njinga sent many of her best warriors disguised as captured slaves to a place	LABEL_0	0.554241776
woman	1999	FIC	DeadEven	  Jared laughed as the train pulled into the Fiftieth Street stop. " Says the woman who is always right and never wrong and should never again be doubted. "	LABEL_0	0.739955246
woman	1993	FIC	BooksKeepers	  footfalls labored toward the window. The creature that emerged was a short, pallid woman in her fifties. Her pillowy flesh was loose and unevenly arranged, pushing her	LABEL_0	0.982453227
woman	1994	FIC	Play:Middle-AgedWhite	  . CLEM Jimmy Peaslee ROY What? CLEM His mama is the daughter of that woman used to run the Cherokee Diner. ROY I got the Gettysburg Address in twenty	LABEL_0	0.84911257
woman	1999	FIC	Play:QueensTwoBodies	  intention? To have you killed? DEVEREAUX Or perhaps that I should find a woman. p. 20 ELIZABETH To fight? DEVEREAUX To marry. I inherited no money	LABEL_0	0.989147544
woman	1996	FIC	FantasySciFi	  found out about you and me? " # I couldn't forget. The woman had taken so much malicious pleasure in telling everybody the sordid details that it must	LABEL_0	0.790743232
woman	1993	FIC	UglyWays	  motive: she did not like being displaced for even a few days by another woman. " Because you're warped, " Bub said triumphantly. " You bring	LABEL_0	0.991021335
woman	1993	FIC	Mov:BodiesRestMotion	  . -- 97 -- The four stare at each other in awkward silence, the woman still cradled in the man's arms. MAN (cont.) I'm	LABEL_0	0.965004444
woman	1993	FIC	WhereWeStand	  : " Another method, too, of preventing caterpillars, is to make a woman... go around each tree, barefooted and ungirth... an	LABEL_0	0.902383089
woman	1991	FIC	Mov:MeetingVenus	  FS CAMERA PANS R. WITH VON BINDER RUNNING ONTO THE STAGE TO INCLUDE THE FAT WOMAN AND THE DANCERS. SZANTO (off) Altos to the back. VON BINDER	LABEL_0	0.572498083
woman	1991	FIC	FeministStud	  renames enabling exorcism of the foreign devils. # Deflation and excorcism pass through " Woman, " absolute patriarchal Other. Demystification of the monument (and all it symbolizes	LABEL_0	0.986968338
woman	1993	FIC	ComingUpDownHome	  ). But while Rich was marrying Yaller Cat, he was " courting another woman down the road a piece. " While he was out one night, Aunt	LABEL_0	0.902331889
woman	1999	FIC	FantasySciFi	  nurse who looked after Nana. " I'm making her breakfast, 11 the woman said, " but she's fretful. She moans when she's like that	LABEL_0	0.926737666
woman	1993	FIC	PatronSaintLiars	  bored. They were tired of marriage, had seen it all before. The woman pulled at a thread on her dress which came out and out without end.	LABEL_0	0.995573282
woman	1993	FIC	DirtyWork	  . " I have that Very pistol. I bought it from an old magic woman in Amiens. " I groaned. " First Willoughby and his damned Yellow Man	LABEL_0	0.993198037
woman	1993	FIC	DirtyWork	  woman beside her. " Mother warned him not to marry today, " the woman said. " She saw a crow on her roof this morning. She said	LABEL_0	0.993673682
woman	1995	FIC	Mov:Virtuosity	  TO: 200 INT. OLYMPIC ARENA - DAY On the massive screen, the Woman in CLOSE-UP looks embarrassed, trying to forget her face is now 40 feet high	LABEL_0	0.991666019
woman	1994	FIC	ParisRev	  on whose lap he laid his head and immediately began to snore. Whereupon the woman indicated to the two kings that she knew where they were, and would scream	LABEL_0	0.852976382
woman	1997	FIC	FantasySciFi	  " It's a very bitter wine. " # " Let me drink, woman. Mere taste is beside the point. " # I had hoped for something	LABEL_0	0.995209873
woman	1996	FIC	Play:BestFancyDancer	  CABIN.) JESS (STILL SHAKING HIS HEAD.) Gertrude's a hard woman -- GENNY Grandma took care of me when nobody would. I was crawling round	LABEL_0	0.989462674
woman	1995	FIC	Mov:Species	  82 -- 191 EXT. WOMAN'S HOUSE - DAY Sil comes out of the woman's house. Throws woman's red tipped thumb into trash can on curb-today's	LABEL_0	0.994785607
woman	1999	FIC	Play:AntonInShowBusiness	  said p. 71 JOE BOB (From somewhere out in the house.) Damn woman! You got no more sense than a hog on ice! I been pourin	LABEL_0	0.995066285
woman	1994	FIC	FantasySciFi	  too, only she put in a lusty, long-legged, red-haired spitfire of a woman as the team coach. Later in the book she goes on to become the	LABEL_0	0.735245049
woman	1996	FIC	FantasySciFi	  on the lawn in front of his house. It was the sound of a woman crying. By its sound he knew it was not a girl nor a mature	LABEL_0	0.99219209
woman	1998	FIC	Ploughshares	  BIRTHDAY! I dared raise my eyes and saw with a mild shock that the woman wasn't so old as I'd thoughtnot much older than my mother. Her	LABEL_0	0.979920685
woman	1999	FIC	DarkAllies	  wrong for you, just pull yourself together, and be the officer and the woman that I know you can be. Clear? " Robin's jaw twitched in	LABEL_0	0.978418708
woman	1997	FIC	Mov:AssignmentThe	  You know what Carlos would do if he was married? He'd bring whatever woman he -- 74 -- wanted home and make his wife fuck her. That's	LABEL_0	0.993748069
woman	1998	FIC	LitCavalcade	  zealot in the Ministry (a woman, probably; someone like the little sandy-haired woman or the dark-haired girl from the Fiction Department) might start wondering why he had	LABEL_0	0.992682397
woman	1995	FIC	Mov:Panther	  at the child in the street. Neighborhood people move toward the scene. A WOMAN, perhaps the boy's mother, WAILS next to the body. Judge's	LABEL_0	0.992385626
woman	1993	FIC	DirtyWork	  her face and looked across the plaza. She saw Kadoh kneeling over the old woman's still body, his small face clouded with grief as he watched | the	LABEL_0	0.987540185
woman	1999	FIC	FantasySciFi	  n't be good for a mother to see this kind of violence. Or any woman, for that matter. " # " Is that what's worrying your "	LABEL_0	0.993021548
woman	1994	FIC	FantasySciFi	  , have forfeited your very soul as the price of immortality? " # The woman nodded. # " But if so -- " The man's eyes narrowed suspiciously	LABEL_0	0.830438316
woman	1995	FIC	FantasySciFi	  come out, to comfort his wife, but she was not the type of woman who accepted such things, so Bill held his ground. # " Maggie was	LABEL_0	0.937365115
woman	1994	FIC	CriticalMatrix	  " feendlich " - a devil in human form. # An active and empowered woman has no legitimacy within the Christian framework of " The Man of Law's Tale	LABEL_0	0.986620307
woman	1999	FIC	FantasySciFi	  and this isn't momentarily, is it? You're right, said the woman, it's been a very big problem and it will take a while to	LABEL_0	0.85640496
woman	1995	FIC	AntiochRev	  to be inhaling once again the familiar odor of cloves and the other spices the woman chewed. He inquired about her medical problem and as much as she could tell	LABEL_0	0.841314733
woman	1992	FIC	Ms	  foot, and none of the cars that came by slowed down. The terrible woman in her boots and a satin jacket like some circus performer, dragging the girl	LABEL_0	0.995638192
woman	1996	FIC	Play:HedwigAngryInch	  homeand put myself to bed I look back on where I'm fromlook at the woman I've becomeand the strangest thingsseem suddenly routineI look up from my Vermouth on the	LABEL_0	0.951511919
woman	1993	FIC	SouthernRev	  back onto the highway without looking. A car swerved around him. An angry woman shook her fist and yelled something he couldn't hear. # Marlene was on	LABEL_0	0.994050086
woman	1999	FIC	Analog	  This is unacceptable. " Shivaji turned to me. " Unless you dismiss this woman, you will have nothing to pay her or yourself. " Sandy winced.	LABEL_0	0.994494021
woman	1999	FIC	MurderOnAstorPlace	  her head because she knew Mrs. Elsworth couldn't see her disgust. The old woman had a superstition for every occasion. Sarah had heard literally hundreds of them in	LABEL_0	0.994084656
woman	1997	FIC	Play:HouseBernarda	  . He galloped away on his horse. BERNARDA It was my fault. A woman can't aim. MAGDALENA Then why did you say? MARTIRIO For her!	LABEL_0	0.990956008
woman	1994	FIC	SootheMeMusicSoothe	  Pressure, # Have you ever tried to understand Society's done for every day woman Can anybody ever imagine What does go on behind every grin Well if you really	LABEL_0	0.986575961
woman	1993	FIC	DirtyWork	  a gasp from the prisoners and felt her | own heart stop as the old woman screamed in pain. But still she would not get up. " Mother,	LABEL_0	0.993867457
woman	1994	FIC	Omni	  , teasing us, as he sings the end of the song: how the woman, whose dead lover has returned to her for a night but now must go	LABEL_0	0.937260807
woman	1993	FIC	UglyWays	  that just a crime, Mrs. Cates, them homosexuals adopting babies? " The woman stopped and looked at Molly, raising her eyebrows and tipping her chin up expectantly	LABEL_0	0.976846397
woman	1993	FIC	MovingMars	  the corners of his face. " It was not serious. I approached a woman. " I could not imagine anything Bithras could do that would bring a civil	LABEL_0	0.968434632
woman	1996	FIC	Ploughshares	  , prostitution, the caftaned Jew lurking in the alley waiting to defile the Aryan woman, the suffocating perfume of our modern eroticism, the degenerates contaminating the healthy and	LABEL_0	0.993390679
woman	1996	FIC	FantasySciFi	  hastily submerged her hands. # Maria would not look at her. The old woman would not look away. If she hadn't needed the healing waters, Kemmelin	LABEL_0	0.969095945
woman	1997	FIC	Play:HouseBernarda	  BERNARDA I know mine! And my daughters! The whore-house was for a certain woman now dead. p. 49 PONCIA (Furious.) Bernarda, respect the memory	LABEL_0	0.993521631
woman	1998	FIC	FantasySciFi	  a big disappointment. Without warning, a wall dilated and an offensively perky young woman appeared. She had short sandy hair, an upturned nose and an aggravating grin	LABEL_0	0.994228125
woman	1993	FIC	WhiteSea	  anything to see that I hadn't already seen, and the old man and woman would lie there until somebody found them. I planned to be a long way	LABEL_0	0.8787902
woman	1993	FIC	FlightDragonKyn	  and the hat in the photograph all emphasize the thesis that the sum of a woman is smaller than her parts. The telephone rang. Fred left it. He	LABEL_0	0.611742079
woman	1999	FIC	SouthernRev	  I could feel them thinking that. As a child and then a very young woman I had not exactly been known as bad, but I had been thought rebellious	LABEL_0	0.993782699
woman	1993	FIC	MitigatingCircumstances	  The appeal could take years, and that slimy bastard would just find another old woman to prey on or fucking kill. He was livid. All they were doing	LABEL_0	0.994181931
woman	1999	FIC	FantasySciFi	  , the ape was an ape no more, but the corpse of an elderly woman with a spear in her breast. As to the aftermath of this terrible story	LABEL_0	0.993333042
woman	1993	FIC	Snagged	  've got to be kidding me, " Nadine said as she stared at the woman's legs. " Not at all. I didn't believe it either until	LABEL_0	0.986123681
woman	1990	FIC	Play:VitalSigns	  Everyone exits except the actress who plays the piece alone on an imaginary playground. WOMAN Anna, Anna, honey, the slides's hot, honey, do nt	LABEL_0	0.821112871
woman	1997	FIC	LittleFurPeople	  in the curtains. There was a cockiness to their gait that irritated her-even the woman walked like a football player. She watched them climb into the cab of a	LABEL_0	0.989697039
woman	1999	FIC	FantasySciFi	  it would just open as she approached, this could make an okay exit. Woman acts in her own best interests. Period. " There's nothing more you	LABEL_0	0.931817114
woman	1995	FIC	AntiochRev	  smell. I'd like to swim ten thousand seasons in the sea of one woman without shore. # Wasyl's with her. He's talking. Always talking	LABEL_0	0.725264966
woman	1991	FIC	Ploughshares	  . She was listening to a small radio through earphones. Suddenly Sandra felt the woman's hand thrust into her face. She saw the broken nails, polished bright	LABEL_0	0.932182133
woman	1998	FIC	HalloweenMan	  his gun and his blanket and the red stain on the mattress with the old woman's mouth wide open. Thinking about it, the boy winced. The hammering	LABEL_0	0.994946897
woman	1994	FIC	Ploughshares	  , that hand now holding his, so long and forgiving, skin like a woman's. # Who are you? Who are you? # " Sir,	LABEL_0	0.731593966
woman	1996	FIC	FantasySciFi	  was alone on the stage, she could finish the benches. # The old woman had Kemmelin stand at the entrance past the time Maria was supposed to start playing	LABEL_0	0.751349986
woman	1995	FIC	FantasySciFi	  painful draw. # The short voyage must have gone more slowly than the Dankden woman was used to. Gorlen's palms were barely burning before he felt her beside	LABEL_0	0.988666058
woman	1993	FIC	ShiningOnes	  your throat cut if you ever try that. " " You're the hardest woman I've ever known, Melidere. " He sounded slightly afraid of her.	LABEL_0	0.992669702
